city,state_id,lookup,state_name
Somerville,MA,"Somerville,Massachusetts",Massachusetts
Folsom,CA,"Folsom,California",California
Springdale,AR,"Springdale,Arkansas",Arkansas
Deerfield Beach,FL,"Deerfield Beach,Florida",Florida
Warwick,RI,"Warwick,Rhode Island",Rhode Island
Cicero,IL,"Cicero,Illinois",Illinois
Farmington Hills,MI,"Farmington Hills,Michigan",Michigan
Newark,OH,"Newark,Ohio",Ohio
Williamsburg,VA,"Williamsburg,Virginia",Virginia
Brooklyn Park,MN,"Brooklyn Park,Minnesota",Minnesota
Hattiesburg,MS,"Hattiesburg,Mississippi",Mississippi
Alexandria,LA,"Alexandria,Louisiana",Louisiana
Lawrence,MA,"Lawrence,Massachusetts",Massachusetts
Florence,AL,"Florence,Alabama",Alabama
Valdosta,GA,"Valdosta,Georgia",Georgia
Plymouth,MN,"Plymouth,Minnesota",Minnesota
Silver Spring,MD,"Silver Spring,Maryland",Maryland
Buckeye,AZ,"Buckeye,Arizona",Arizona
Georgetown,TX,"Georgetown,Texas",Texas
Cheyenne,WY,"Cheyenne,Wyoming",Wyoming
Cedar Park,TX,"Cedar Park,Texas",Texas
Kokomo,IN,"Kokomo,Indiana",Indiana
Tustin,CA,"Tustin,California",California
Lakewood,CA,"Lakewood,California",California
Perris,CA,"Perris,California",California
St. Joseph,MO,"St. Joseph,Missouri",Missouri
Flower Mound,TX,"Flower Mound,Texas",Texas
Pharr,TX,"Pharr,Texas",Texas
Atascocita,TX,"Atascocita,Texas",Texas
Alton,IL,"Alton,Illinois",Illinois
Loveland,CO,"Loveland,Colorado",Colorado
Boynton Beach,FL,"Boynton Beach,Florida",Florida
New Rochelle,NY,"New Rochelle,New York",New York
Anderson,SC,"Anderson,South Carolina",South Carolina
Lebanon,PA,"Lebanon,Pennsylvania",Pennsylvania
Parma,OH,"Parma,Ohio",Ohio
Layton,UT,"Layton,Utah",Utah
Elizabethtown,KY,"Elizabethtown,Kentucky",Kentucky
Texarkana,TX,"Texarkana,Texas",Texas
Alameda,CA,"Alameda,California",California
The Villages,FL,"The Villages,Florida",Florida
Kankakee,IL,"Kankakee,Illinois",Illinois
Watsonville,CA,"Watsonville,California",California
Porterville,CA,"Porterville,California",California
Baytown,TX,"Baytown,Texas",Texas
Upland,CA,"Upland,California",California
Davis,CA,"Davis,California",California
Camarillo,CA,"Camarillo,California",California
South Jordan,UT,"South Jordan,Utah",Utah
Battle Creek,MI,"Battle Creek,Michigan",Michigan
Bellflower,CA,"Bellflower,California",California
Jonesboro,AR,"Jonesboro,Arkansas",Arkansas
San Marcos,TX,"San Marcos,Texas",Texas
San Ramon,CA,"San Ramon,California",California
Lake Jackson,TX,"Lake Jackson,Texas",Texas
Bethlehem,PA,"Bethlehem,Pennsylvania",Pennsylvania
Wyoming,MI,"Wyoming,Michigan",Michigan
Pine Hills,FL,"Pine Hills,Florida",Florida
Oshkosh,WI,"Oshkosh,Wisconsin",Wisconsin
Hammond,IN,"Hammond,Indiana",Indiana
Missouri City,TX,"Missouri City,Texas",Texas
Centreville,VA,"Centreville,Virginia",Virginia
Pasco,WA,"Pasco,Washington",Washington
Wheeling,WV,"Wheeling,West Virginia",West Virginia
Baldwin Park,CA,"Baldwin Park,California",California
Rancho Cordova,CA,"Rancho Cordova,California",California
Caguas,PR,"Caguas,Puerto Rico",Puerto Rico
Conway,AR,"Conway,Arkansas",Arkansas
Gary,IN,"Gary,Indiana",Indiana
Altoona,PA,"Altoona,Pennsylvania",Pennsylvania
Lodi,CA,"Lodi,California",California
Arlington Heights,IL,"Arlington Heights,Illinois",Illinois
Kendall,FL,"Kendall,Florida",Florida
Waldorf,MD,"Waldorf,Maryland",Maryland
Bolingbrook,IL,"Bolingbrook,Illinois",Illinois
Rochester Hills,MI,"Rochester Hills,Michigan",Michigan
Winchester,VA,"Winchester,Virginia",Virginia
Framingham,MA,"Framingham,Massachusetts",Massachusetts
Hilton Head Island,SC,"Hilton Head Island,South Carolina",South Carolina
Union City,CA,"Union City,California",California
Owensboro,KY,"Owensboro,Kentucky",Kentucky
Jackson,TN,"Jackson,Tennessee",Tennessee
Cheektowaga,NY,"Cheektowaga,New York",New York
Cleveland,TN,"Cleveland,Tennessee",Tennessee
Wausau,WI,"Wausau,Wisconsin",Wisconsin
Camden,NJ,"Camden,New Jersey",New Jersey
Dale City,VA,"Dale City,Virginia",Virginia
Anniston,AL,"Anniston,Alabama",Alabama
Evanston,IL,"Evanston,Illinois",Illinois
Apple Valley,CA,"Apple Valley,California",California
Mansfield,OH,"Mansfield,Ohio",Ohio
Schaumburg,IL,"Schaumburg,Illinois",Illinois
Pocatello,ID,"Pocatello,Idaho",Idaho
Woodbury,MN,"Woodbury,Minnesota",Minnesota
Southfield,MI,"Southfield,Michigan",Michigan
Maple Grove,MN,"Maple Grove,Minnesota",Minnesota
Pittsburg,CA,"Pittsburg,California",California
New Britain,CT,"New Britain,Connecticut",Connecticut
Morgantown,WV,"Morgantown,West Virginia",West Virginia
Mansfield,TX,"Mansfield,Texas",Texas
Hammond,LA,"Hammond,Louisiana",Louisiana
Dothan,AL,"Dothan,Alabama",Alabama
Harrisonburg,VA,"Harrisonburg,Virginia",Virginia
Wenatchee,WA,"Wenatchee,Washington",Washington
Waukesha,WI,"Waukesha,Wisconsin",Wisconsin
Ellicott City,MD,"Ellicott City,Maryland",Maryland
Pawtucket,RI,"Pawtucket,Rhode Island",Rhode Island
Redmond,WA,"Redmond,Washington",Washington
Lauderhill,FL,"Lauderhill,Florida",Florida
Sumter,SC,"Sumter,South Carolina",South Carolina
Redlands,CA,"Redlands,California",California
Daphne,AL,"Daphne,Alabama",Alabama
Mount Vernon,WA,"Mount Vernon,Washington",Washington
Weston,FL,"Weston,Florida",Florida
St. Charles,MO,"St. Charles,Missouri",Missouri
Janesville,WI,"Janesville,Wisconsin",Wisconsin
Sherman,TX,"Sherman,Texas",Texas
North Richland Hills,TX,"North Richland Hills,Texas",Texas
Broomfield,CO,"Broomfield,Colorado",Colorado
El Paso de Robles,CA,"El Paso de Robles,California",California
Bristol,TN,"Bristol,Tennessee",Tennessee
Wilmington,DE,"Wilmington,Delaware",Delaware
Walnut Creek,CA,"Walnut Creek,California",California
Lynwood,CA,"Lynwood,California",California
Glen Burnie,MD,"Glen Burnie,Maryland",Maryland
Lehi,UT,"Lehi,Utah",Utah
Passaic,NJ,"Passaic,New Jersey",New Jersey
Guaynabo,PR,"Guaynabo,Puerto Rico",Puerto Rico
Casas Adobes,AZ,"Casas Adobes,Arizona",Arizona
Homestead,FL,"Homestead,Florida",Florida
West Bend,WI,"West Bend,Wisconsin",Wisconsin
Delray Beach,FL,"Delray Beach,Florida",Florida
Sheboygan,WI,"Sheboygan,Wisconsin",Wisconsin
Lake Elsinore,CA,"Lake Elsinore,California",California
Daytona Beach,FL,"Daytona Beach,Florida",Florida
Los Lunas,NM,"Los Lunas,New Mexico",New Mexico
Lima,OH,"Lima,Ohio",Ohio
Decatur,AL,"Decatur,Alabama",Alabama
Rocklin,CA,"Rocklin,California",California
Rogers,AR,"Rogers,Arkansas",Arkansas
Castle Rock,CO,"Castle Rock,Colorado",Colorado
Hanover,PA,"Hanover,Pennsylvania",Pennsylvania
Bossier City,LA,"Bossier City,Louisiana",Louisiana
Dubuque,IA,"Dubuque,Iowa",Iowa
Rockville,MD,"Rockville,Maryland",Maryland
Victoria,TX,"Victoria,Texas",Texas
Saratoga Springs,NY,"Saratoga Springs,New York",New York
Gaithersburg,MD,"Gaithersburg,Maryland",Maryland
Union City,NJ,"Union City,New Jersey",New Jersey
Ames,IA,"Ames,Iowa",Iowa
West Des Moines,IA,"West Des Moines,Iowa",Iowa
South San Francisco,CA,"South San Francisco,California",California
Yorba Linda,CA,"Yorba Linda,California",California
Casper,WY,"Casper,Wyoming",Wyoming
Palatine,IL,"Palatine,Illinois",Illinois
Corvallis,OR,"Corvallis,Oregon",Oregon
Ankeny,IA,"Ankeny,Iowa",Iowa
Mount Vernon,NY,"Mount Vernon,New York",New York
Rowlett,TX,"Rowlett,Texas",Texas
Lakeville,MN,"Lakeville,Minnesota",Minnesota
Alpharetta,GA,"Alpharetta,Georgia",Georgia
Poinciana,FL,"Poinciana,Florida",Florida
Longview,WA,"Longview,Washington",Washington
DeKalb,IL,"DeKalb,Illinois",Illinois
Petaluma,CA,"Petaluma,California",California
Redondo Beach,CA,"Redondo Beach,California",California
Tamarac,FL,"Tamarac,Florida",Florida
Laguna Niguel,CA,"Laguna Niguel,California",California
Eagan,MN,"Eagan,Minnesota",Minnesota
Kenner,LA,"Kenner,Louisiana",Louisiana
Bay City,MI,"Bay City,Michigan",Michigan
North Little Rock,AR,"North Little Rock,Arkansas",Arkansas
Sammamish,WA,"Sammamish,Washington",Washington
Shawnee,KS,"Shawnee,Kansas",Kansas
Jupiter,FL,"Jupiter,Florida",Florida
Doral,FL,"Doral,Florida",Florida
Carbondale,IL,"Carbondale,Illinois",Illinois
Blaine,MN,"Blaine,Minnesota",Minnesota
Weirton,WV,"Weirton,West Virginia",West Virginia
Tulare,CA,"Tulare,California",California
Wellington,FL,"Wellington,Florida",Florida
Pflugerville,TX,"Pflugerville,Texas",Texas
Palo Alto,CA,"Palo Alto,California",California
Schenectady,NY,"Schenectady,New York",New York
Great Falls,MT,"Great Falls,Montana",Montana
Michigan City,IN,"Michigan City,Indiana",Indiana
Bayonne,NJ,"Bayonne,New Jersey",New Jersey
Eden Prairie,MN,"Eden Prairie,Minnesota",Minnesota
Port Orange,FL,"Port Orange,Florida",Florida
Dublin,CA,"Dublin,California",California
Carmichael,CA,"Carmichael,California",California
Grand Forks,ND,"Grand Forks,North Dakota",North Dakota
Noblesville,IN,"Noblesville,Indiana",Indiana
San Clemente,CA,"San Clemente,California",California
Brentwood,CA,"Brentwood,California",California
East Orange,NJ,"East Orange,New Jersey",New Jersey
Florence-Graham,CA,"Florence-Graham,California",California
Eastvale,CA,"Eastvale,California",California
Chapel Hill,NC,"Chapel Hill,North Carolina",North Carolina
Rocky Mount,NC,"Rocky Mount,North Carolina",North Carolina
Haverhill,MA,"Haverhill,Massachusetts",Massachusetts
Beloit,WI,"Beloit,Wisconsin",Wisconsin
Glens Falls,NY,"Glens Falls,New York",New York
Castro Valley,CA,"Castro Valley,California",California
Fairbanks,AK,"Fairbanks,Alaska",Alaska
Springfield,OR,"Springfield,Oregon",Oregon
Johnstown,PA,"Johnstown,Pennsylvania",Pennsylvania
West Hartford,CT,"West Hartford,Connecticut",Connecticut
Coon Rapids,MN,"Coon Rapids,Minnesota",Minnesota
Elmira,NY,"Elmira,New York",New York
Brentwood,NY,"Brentwood,New York",New York
Mankato,MN,"Mankato,Minnesota",Minnesota
Albany,OR,"Albany,Oregon",Oregon
North Miami,FL,"North Miami,Florida",Florida
Dundalk,MD,"Dundalk,Maryland",Maryland
Encinitas,CA,"Encinitas,California",California
Skokie,IL,"Skokie,Illinois",Illinois
Leander,TX,"Leander,Texas",Texas
Mayagüez,PR,"Mayagüez,Puerto Rico",Puerto Rico
Parkersburg,WV,"Parkersburg,West Virginia",West Virginia
Waltham,MA,"Waltham,Massachusetts",Massachusetts
Bethesda,MD,"Bethesda,Maryland",Maryland
San Luis Obispo,CA,"San Luis Obispo,California",California
Sebring,FL,"Sebring,Florida",Florida
Council Bluffs,IA,"Council Bluffs,Iowa",Iowa
Hamilton,OH,"Hamilton,Ohio",Ohio
Moore,OK,"Moore,Oklahoma",Oklahoma
Pico Rivera,CA,"Pico Rivera,California",California
Palm Harbor,FL,"Palm Harbor,Florida",Florida
Casa Grande,AZ,"Casa Grande,Arizona",Arizona
Monessen,PA,"Monessen,Pennsylvania",Pennsylvania
Montebello,CA,"Montebello,California",California
Rome,GA,"Rome,Georgia",Georgia
Millcreek,UT,"Millcreek,Utah",Utah
Sanford,FL,"Sanford,Florida",Florida
National City,CA,"National City,California",California
Burnsville,MN,"Burnsville,Minnesota",Minnesota
Coconut Creek,FL,"Coconut Creek,Florida",Florida
Port Charlotte,FL,"Port Charlotte,Florida",Florida
Morristown,TN,"Morristown,Tennessee",Tennessee
Lakewood,WA,"Lakewood,Washington",Washington
Gadsden,AL,"Gadsden,Alabama",Alabama
Taylor,MI,"Taylor,Michigan",Michigan
Novi,MI,"Novi,Michigan",Michigan
Marietta,GA,"Marietta,Georgia",Georgia
Hot Springs,AR,"Hot Springs,Arkansas",Arkansas
Woodland,CA,"Woodland,California",California
La Habra,CA,"La Habra,California",California
The Hammocks,FL,"The Hammocks,Florida",Florida
Malden,MA,"Malden,Massachusetts",Massachusetts
Commerce City,CO,"Commerce City,Colorado",Colorado
Reston,VA,"Reston,Virginia",Virginia
South Whittier,CA,"South Whittier,California",California
Bristol,CT,"Bristol,Connecticut",Connecticut
Columbus,IN,"Columbus,Indiana",Indiana
West Allis,WI,"West Allis,Wisconsin",Wisconsin
Fountainebleau,FL,"Fountainebleau,Florida",Florida
Taylorsville,UT,"Taylorsville,Utah",Utah
Bangor,ME,"Bangor,Maine",Maine
Monterey Park,CA,"Monterey Park,California",California
Greenwood,IN,"Greenwood,Indiana",Indiana
Bartlett,TN,"Bartlett,Tennessee",Tennessee
Bradenton,FL,"Bradenton,Florida",Florida
Pontiac,MI,"Pontiac,Michigan",Michigan
Staunton,VA,"Staunton,Virginia",Virginia
Meriden,CT,"Meriden,Connecticut",Connecticut
Gardena,CA,"Gardena,California",California
Apex,NC,"Apex,North Carolina",North Carolina
Royal Oak,MI,"Royal Oak,Michigan",Michigan
Cupertino,CA,"Cupertino,California",California
La Mesa,CA,"La Mesa,California",California
Brookline,MA,"Brookline,Massachusetts",Massachusetts
Benton Harbor,MI,"Benton Harbor,Michigan",Michigan
St. Clair Shores,MI,"St. Clair Shores,Michigan",Michigan
Des Plaines,IL,"Des Plaines,Illinois",Illinois
Lewiston,ME,"Lewiston,Maine",Maine
Margate,FL,"Margate,Florida",Florida
Midland,MI,"Midland,Michigan",Michigan
Spring,TX,"Spring,Texas",Texas
Carson City,NV,"Carson City,Nevada",Nevada
Bowie,MD,"Bowie,Maryland",Maryland
Middletown,NY,"Middletown,New York",New York
Caldwell,ID,"Caldwell,Idaho",Idaho
San Rafael,CA,"San Rafael,California",California
Kendale Lakes,FL,"Kendale Lakes,Florida",Florida
Towson,MD,"Towson,Maryland",Maryland
Richland,WA,"Richland,Washington",Washington
St. Peters,MO,"St. Peters,Missouri",Missouri
South Hill,WA,"South Hill,Washington",Washington
Hendersonville,TN,"Hendersonville,Tennessee",Tennessee
White Plains,NY,"White Plains,New York",New York
Huntersville,NC,"Huntersville,North Carolina",North Carolina
Santee,CA,"Santee,California",California
Jefferson City,MO,"Jefferson City,Missouri",Missouri
Beckley,WV,"Beckley,West Virginia",West Virginia
Arcadia,CA,"Arcadia,California",California
Titusville,FL,"Titusville,Florida",Florida
Cartersville,GA,"Cartersville,Georgia",Georgia
Walla Walla,WA,"Walla Walla,Washington",Washington
Orland Park,IL,"Orland Park,Illinois",Illinois
Weymouth Town,MA,"Weymouth Town,Massachusetts",Massachusetts
Parker,CO,"Parker,Colorado",Colorado
Palm Beach Gardens,FL,"Palm Beach Gardens,Florida",Florida
Bozeman,MT,"Bozeman,Montana",Montana
East Stroudsburg,PA,"East Stroudsburg,Pennsylvania",Pennsylvania
Tamiami,FL,"Tamiami,Florida",Florida
Huntington Park,CA,"Huntington Park,California",California
Taunton,MA,"Taunton,Massachusetts",Massachusetts
Midwest City,OK,"Midwest City,Oklahoma",Oklahoma
Medford,MA,"Medford,Massachusetts",Massachusetts
Goldsboro,NC,"Goldsboro,North Carolina",North Carolina
Euless,TX,"Euless,Texas",Texas
Manhattan,KS,"Manhattan,Kansas",Kansas
Shoreline,WA,"Shoreline,Washington",Washington
Lake Havasu City,AZ,"Lake Havasu City,Arizona",Arizona
Smyrna,GA,"Smyrna,Georgia",Georgia
Cape Girardeau,MO,"Cape Girardeau,Missouri",Missouri
Grants Pass,OR,"Grants Pass,Oregon",Oregon
Blue Springs,MO,"Blue Springs,Missouri",Missouri
Southaven,MS,"Southaven,Mississippi",Mississippi
Tinley Park,IL,"Tinley Park,Illinois",Illinois
Diamond Bar,CA,"Diamond Bar,California",California
Pittsfield,MA,"Pittsfield,Massachusetts",Massachusetts
Eagle Pass,TX,"Eagle Pass,Texas",Texas
New Brunswick,NJ,"New Brunswick,New Jersey",New Jersey
Lenexa,KS,"Lenexa,Kansas",Kansas
Hazleton,PA,"Hazleton,Pennsylvania",Pennsylvania
Twin Falls,ID,"Twin Falls,Idaho",Idaho
Brookhaven,GA,"Brookhaven,Georgia",Georgia
Lakewood,NJ,"Lakewood,New Jersey",New Jersey
Novato,CA,"Novato,California",California
Tigard,OR,"Tigard,Oregon",Oregon
Aloha,OR,"Aloha,Oregon",Oregon
Highland,CA,"Highland,California",California
Fountain Valley,CA,"Fountain Valley,California",California
Dearborn Heights,MI,"Dearborn Heights,Michigan",Michigan
Grapevine,TX,"Grapevine,Texas",Texas
Fond du Lac,WI,"Fond du Lac,Wisconsin",Wisconsin
Ithaca,NY,"Ithaca,New York",New York
Apple Valley,MN,"Apple Valley,Minnesota",Minnesota
Chicopee,MA,"Chicopee,Massachusetts",Massachusetts
Hempstead,NY,"Hempstead,New York",New York
Wesley Chapel,FL,"Wesley Chapel,Florida",Florida
Oak Lawn,IL,"Oak Lawn,Illinois",Illinois
Cathedral City,CA,"Cathedral City,California",California
Hacienda Heights,CA,"Hacienda Heights,California",California
Delano,CA,"Delano,California",California
Bentonville,AR,"Bentonville,Arkansas",Arkansas
Stonecrest,GA,"Stonecrest,Georgia",Georgia
Kettering,OH,"Kettering,Ohio",Ohio
Colton,CA,"Colton,California",California
Kingston,NY,"Kingston,New York",New York
West Haven,CT,"West Haven,Connecticut",Connecticut
St. Cloud,FL,"St. Cloud,Florida",Florida
Normal,IL,"Normal,Illinois",Illinois
Berwyn,IL,"Berwyn,Illinois",Illinois
Arroyo Grande,CA,"Arroyo Grande,California",California
Minnetonka,MN,"Minnetonka,Minnesota",Minnesota
Rosemead,CA,"Rosemead,California",California
Paramount,CA,"Paramount,California",California
Yucaipa,CA,"Yucaipa,California",California
Brunswick,GA,"Brunswick,Georgia",Georgia
Williamsport,PA,"Williamsport,Pennsylvania",Pennsylvania
Elyria,OH,"Elyria,Ohio",Ohio
Leesburg,VA,"Leesburg,Virginia",Virginia
Mount Prospect,IL,"Mount Prospect,Illinois",Illinois
Pinellas Park,FL,"Pinellas Park,Florida",Florida
Bellevue,NE,"Bellevue,Nebraska",Nebraska
West Sacramento,CA,"West Sacramento,California",California
Apopka,FL,"Apopka,Florida",Florida
Lewiston,ID,"Lewiston,Idaho",Idaho
Grand Island,NE,"Grand Island,Nebraska",Nebraska
Palm Desert,CA,"Palm Desert,California",California
Milford city ,CT,"Milford city ,Connecticut",Connecticut
Watertown,NY,"Watertown,New York",New York
Little Elm,TX,"Little Elm,Texas",Texas
Chambersburg,PA,"Chambersburg,Pennsylvania",Pennsylvania
Revere,MA,"Revere,Massachusetts",Massachusetts
Peabody,MA,"Peabody,Massachusetts",Massachusetts
Wylie,TX,"Wylie,Texas",Texas
Beaufort,SC,"Beaufort,South Carolina",South Carolina
DeSoto,TX,"DeSoto,Texas",Texas
Helena,MT,"Helena,Montana",Montana
Edina,MN,"Edina,Minnesota",Minnesota
Aspen Hill,MD,"Aspen Hill,Maryland",Maryland
Wheaton,IL,"Wheaton,Illinois",Illinois
West New York,NJ,"West New York,New Jersey",New Jersey
Hoboken,NJ,"Hoboken,New Jersey",New Jersey
Lacey,WA,"Lacey,Washington",Washington
Summerville,SC,"Summerville,South Carolina",South Carolina
Oak Park,IL,"Oak Park,Illinois",Illinois
Lompoc,CA,"Lompoc,California",California
Kentwood,MI,"Kentwood,Michigan",Michigan
Sierra Vista,AZ,"Sierra Vista,Arizona",Arizona
Levittown,PA,"Levittown,Pennsylvania",Pennsylvania
Madison,AL,"Madison,Alabama",Alabama
Smyrna,TN,"Smyrna,Tennessee",Tennessee
Glendora,CA,"Glendora,California",California
Levittown,NY,"Levittown,New York",New York
Burien,WA,"Burien,Washington",Washington
Perth Amboy,NJ,"Perth Amboy,New Jersey",New Jersey
Herriman,UT,"Herriman,Utah",Utah
Farmington,NM,"Farmington,New Mexico",New Mexico
New Bern,NC,"New Bern,North Carolina",North Carolina
Placentia,CA,"Placentia,California",California
Hinesville,GA,"Hinesville,Georgia",Georgia
Beaumont,CA,"Beaumont,California",California
Collierville,TN,"Collierville,Tennessee",Tennessee
West Lafayette,IN,"West Lafayette,Indiana",Indiana
Florissant,MO,"Florissant,Missouri",Missouri
Hoffman Estates,IL,"Hoffman Estates,Illinois",Illinois
Queen Creek,AZ,"Queen Creek,Arizona",Arizona
Aliso Viejo,CA,"Aliso Viejo,California",California
Kannapolis,NC,"Kannapolis,North Carolina",North Carolina
Maricopa,AZ,"Maricopa,Arizona",Arizona
Methuen Town,MA,"Methuen Town,Massachusetts",Massachusetts
Sahuarita,AZ,"Sahuarita,Arizona",Arizona
Rowland Heights,CA,"Rowland Heights,California",California
Traverse City,MI,"Traverse City,Michigan",Michigan
Wheaton,MD,"Wheaton,Maryland",Maryland
East Hartford,CT,"East Hartford,Connecticut",Connecticut
Irondequoit,NY,"Irondequoit,New York",New York
Catalina Foothills,AZ,"Catalina Foothills,Arizona",Arizona
Cookeville,TN,"Cookeville,Tennessee",Tennessee
Mishawaka,IN,"Mishawaka,Indiana",Indiana
Plainfield,NJ,"Plainfield,New Jersey",New Jersey
Bullhead City,AZ,"Bullhead City,Arizona",Arizona
Ashburn,VA,"Ashburn,Virginia",Virginia
North Bethesda,MD,"North Bethesda,Maryland",Maryland
Forney,TX,"Forney,Texas",Texas
Severn,MD,"Severn,Maryland",Maryland
Azusa,CA,"Azusa,California",California
Cerritos,CA,"Cerritos,California",California
Bloomsburg,PA,"Bloomsburg,Pennsylvania",Pennsylvania
Morehead City,NC,"Morehead City,North Carolina",North Carolina
Coral Gables,FL,"Coral Gables,Florida",Florida
Country Club,FL,"Country Club,Florida",Florida
Lakewood,OH,"Lakewood,Ohio",Ohio
Oroville,CA,"Oroville,California",California
Wilson,NC,"Wilson,North Carolina",North Carolina
Lawrence,IN,"Lawrence,Indiana",Indiana
Portage,MI,"Portage,Michigan",Michigan
Minot,ND,"Minot,North Dakota",North Dakota
Dunwoody,GA,"Dunwoody,Georgia",Georgia
Poway,CA,"Poway,California",California
San Jacinto,CA,"San Jacinto,California",California
Troy,NY,"Troy,New York",New York
Newark,CA,"Newark,California",California
